연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
1816,인천광역시 옹진군,신경기횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-2(두무진 수산물 직판장 4동 1~2층 101호),정상
1817,인천광역시 옹진군,신도갯벌장어,일반음식점,기타,인천광역시 옹진군 북도면 신도로 281(2층),정상
1818,인천광역시 옹진군,신도부두식당,일반음식점,한식,인천광역시 옹진군 북도면 신도로896번길 29,정상
1819,인천광역시 옹진군,신도전망대회집,일반음식점,한식,인천광역시 옹진군 북도면 신도로 183,정상
1820,인천광역시 옹진군,신도푸른농장,일반음식점,한식,인천광역시 옹진군 북도면 신도로 35(1층),정상
1821,인천광역시 옹진군,신포식당,일반음식점,기타,인천광역시 옹진군 북도면 신도로 76(신포식당 1층),정상
1822,인천광역시 옹진군,신항 먹거리타운,일반음식점,한식,인천광역시 옹진군 백령면 백령로 60(101~105호),정상
1823,인천광역시 옹진군,신화평양냉면,일반음식점,한식,인천광역시 옹진군 백령면 백령로659번길 93-5,정상
1824,인천광역시 옹진군,십리포 회,일반음식점,회집,인천광역시 옹진군 영흥면 영흥북로 395(1층),정상
1825,인천광역시 옹진군,십리포해변 칼국수회조개구이,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 389,정상
1826,인천광역시 옹진군,싸다아구찜&탕(영흥점),일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로35번길 42,정상
1827,인천광역시 옹진군,쌍곰다방,일반음식점,기타,인천광역시 옹진군 영흥면 선재로34번길 64(2층),정상
1828,인천광역시 옹진군,써니실내포차,일반음식점,정종/대포집/소주방,인천광역시 옹진군 백령면 당후길 12(2층),정상
1829,인천광역시 옹진군,써니하우스,일반음식점,기타,인천광역시 옹진군 자월면 자월서로200번길 1,정상
1830,인천광역시 옹진군,썸,일반음식점,기타,인천광역시 옹진군 백령면 백령로 816,정상
1831,인천광역시 옹진군,아구와콩나물,일반음식점,한식,인천광역시 옹진군 백령면 백령로 267(가동 1층),정상
1832,인천광역시 옹진군,아라,일반음식점,한식,인천광역시 옹진군 자월면 대이작로42번길 117,정상
1833,인천광역시 옹진군,아랑이네,일반음식점,한식,인천광역시 옹진군 백령면 백령로 865,정상
1834,인천광역시 옹진군,아리까리포차,일반음식점,한식,인천광역시 옹진군 연평면 연평로821번길 5,정상
1835,인천광역시 옹진군,아이슬랜드,일반음식점,,인천광역시 옹진군 대청면 대청로 199,정상
1836,인천광역시 옹진군,아이엠(IAM),일반음식점,기타,인천광역시 옹진군 영흥면 영흥서로 531-1(1층),정상
1837,인천광역시 옹진군,아일랜드,일반음식점,한식,인천광역시 옹진군 덕적면 덕적남로625번길 2,정상
1838,인천광역시 옹진군,아일랜드 식당,일반음식점,한식,인천광역시 옹진군 백령면 백령로 215,정상
1839,인천광역시 옹진군,아일랜드(ISLAND),일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥북로 9(3층 301호),정상
1840,인천광역시 옹진군,아지트 포차,일반음식점,정종/대포집/소주방,인천광역시 옹진군 영흥면 영흥남로 10-5(1층 104호),정상
1841,인천광역시 옹진군,안녕 바다,일반음식점,경양식,인천광역시 옹진군 북도면 신도로 22,정상
1842,인천광역시 옹진군,안녕하세요 수산,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 20호),정상
1843,인천광역시 옹진군,안동본가국밥 선재도점,일반음식점,한식,인천광역시 옹진군 영흥면 선재로 171(1층),정상
1844,인천광역시 옹진군,알통 떡강정&떡볶이,일반음식점,분식,인천광역시 옹진군 백령면 백령로 842(1층 일부호),정상
1845,인천광역시 옹진군,야들리애(백령점)＆백숙정,일반음식점,한식,인천광역시 옹진군 백령면 중화길 94,정상
1846,인천광역시 옹진군,야시,일반음식점,한식,인천광역시 옹진군 백령면 백령로 836(1층),정상
1847,인천광역시 옹진군,약수터식당,일반음식점,한식,인천광역시 옹진군 연평면 연평로312번길 28-1,정상
1848,인천광역시 옹진군,양미네,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 35호),정상
1849,인천광역시 옹진군,양평해장국,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로251번길 8,정상
1850,인천광역시 옹진군,어르니피자식당,일반음식점,기타,인천광역시 옹진군 영흥면 영흥로757번길 52(펜션식당 1층),정상
1851,인천광역시 옹진군,어부네 칼국수,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 203,정상
1852,인천광역시 옹진군,어촌식당,일반음식점,회집,인천광역시 옹진군 영흥면 영흥북로 154(1층),정상
1853,인천광역시 옹진군,언니네,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 144(104호),정상
1854,인천광역시 옹진군,엄마가 섬그늘에,일반음식점,기타,인천광역시 옹진군 영흥면 선재로116번길 6(101호),정상
1855,인천광역시 옹진군,엄마반찬줘,일반음식점,한식,인천광역시 옹진군 백령면 백령로 873,정상
1856,인천광역시 옹진군,엄마백반,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 300,정상
1857,인천광역시 옹진군,에이홀(A.hol),일반음식점,기타,인천광역시 옹진군 영흥면 선재로 76-3(1층),정상
1858,인천광역시 옹진군,연동회관,일반음식점,한식,인천광역시 옹진군 연평면 연평로 215-10(2층),정상
1859,인천광역시 옹진군,연봉냉면,일반음식점,한식,인천광역시 옹진군 백령면 장촌길 177,정상
1860,인천광역시 옹진군,연평 아지트,일반음식점,호프/통닭,인천광역시 옹진군 연평면 연평로312번길 24(1층),정상
1861,인천광역시 옹진군,연평꽃게라면,일반음식점,한식,인천광역시 옹진군 연평면 연평로167번길 2,정상
1862,인천광역시 옹진군,연평도 매운탕,일반음식점,한식,인천광역시 옹진군 연평면 연평로 135-1,정상
1863,인천광역시 옹진군,연평별미,일반음식점,한식,인천광역시 옹진군 연평면 연평로137번길 102(별미식당),정상
1864,인천광역시 옹진군,연평호프,일반음식점,호프/통닭,인천광역시 옹진군 연평면 연평로 141(2층),정상
1865,인천광역시 옹진군,연평회관,일반음식점,한식,인천광역시 옹진군 연평면 연평로 141,정상
1866,인천광역시 옹진군,열매한식뷔페,일반음식점,뷔페식,인천광역시 옹진군 영흥면 영흥남로 290(106~109호),정상
1867,인천광역시 옹진군,염촌식당,일반음식점,한식,인천광역시 옹진군 북도면 신도로484번길 26,정상
1868,인천광역시 옹진군,영광식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로156번길 22-13,정상
1869,인천광역시 옹진군,영웅이네,일반음식점,한식,인천광역시 옹진군 백령면 당후길 26(1층),정상
1870,인천광역시 옹진군,영웅이네포차 식당,일반음식점,기타,인천광역시 옹진군 백령면 백령로280번길 29,정상
1871,인천광역시 옹진군,영찬네,일반음식점,한식,인천광역시 옹진군 연평면 연평중앙로 15,정상
1872,인천광역시 옹진군,영흥 먹거리 타운,일반음식점,회집,인천광역시 옹진군 영흥면 영흥북로 9(2층 201-204호),정상
1873,인천광역시 옹진군,영흥 백쓰부,일반음식점,중국식,인천광역시 옹진군 영흥면 영흥북로 158(1층),정상
1874,인천광역시 옹진군,영흥 주안 닭강정,일반음식점,기타,인천광역시 옹진군 영흥면 선재로 338(1호),정상
1875,인천광역시 옹진군,영흥가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로35번길 80,정상
1876,인천광역시 옹진군,영흥각,일반음식점,중국식,인천광역시 옹진군 영흥면 영흥남로 307,정상
1877,인천광역시 옹진군,영흥곰탕,일반음식점,한식,인천광역시 옹진군 영흥면 선재로 340,정상
1878,인천광역시 옹진군,영흥관광콘서트,일반음식점,라이브카페,인천광역시 옹진군 영흥면 선재로34번길 23(2층 2호),정상
1879,인천광역시 옹진군,영흥도 바지락 해물칼국수,일반음식점,분식,인천광역시 옹진군 영흥면 영흥북로 195,정상
1880,인천광역시 옹진군,영흥도감자탕,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 418,정상
1881,인천광역시 옹진군,영흥라이브까페,일반음식점,라이브카페,인천광역시 옹진군 영흥면 영흥로 616(1층),정상
1882,인천광역시 옹진군,영흥순대국,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 295(1층),정상
1883,인천광역시 옹진군,영흥일번지식당,일반음식점,한식,"인천광역시 옹진군 영흥면 영흥북로 3(1071/2호, 108호)",정상
1884,인천광역시 옹진군,영흥풍천민물장어,일반음식점,한식,인천광역시 옹진군 영흥면 선재로 289,정상
1885,인천광역시 옹진군,영흥함바식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 338,정상
1886,인천광역시 옹진군,영흥해물아구찜,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로144번길 12-11(102호),정상
1887,인천광역시 옹진군,예그리나,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 4-1,정상
1888,인천광역시 옹진군,옛날 짜장,일반음식점,중국식,인천광역시 옹진군 자월면 자월서로 107,정상
1889,인천광역시 옹진군,오!금화네집밥,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 300(일반음식점 1층),정상
1890,인천광역시 옹진군,오늘 고기 먹는날,일반음식점,기타,인천광역시 옹진군 백령면 당후길 11,정상
1891,인천광역시 옹진군,오다가다,일반음식점,한식,인천광역시 옹진군 영흥면 선재로 336(1층),정상
1892,인천광역시 옹진군,오복식당,일반음식점,한식,인천광역시 옹진군 덕적면 덕적남로 52-1(1층),정상
1893,인천광역시 옹진군,오빠愛돈카츠,일반음식점,경양식,인천광역시 옹진군 영흥면 영흥로144번길 15,정상
1894,인천광역시 옹진군,오성회,일반음식점,일식,인천광역시 옹진군 영흥면 영흥남로9번길 179-34,정상
1895,인천광역시 옹진군,오솔길식당,일반음식점,한식,인천광역시 옹진군 백령면 백령로 283,정상
1896,인천광역시 옹진군,오후엔,일반음식점,한식,인천광역시 옹진군 북도면 장봉로26번길 76-28,정상
1897,인천광역시 옹진군,옥이네 백반,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 37-14,정상
1898,인천광역시 옹진군,옹암식당,일반음식점,한식,인천광역시 옹진군 북도면 장봉로200번길 2,정상
1899,인천광역시 옹진군,옹진가든,일반음식점,한식,"인천광역시 옹진군 백령면 백령로278번길 2-12(695-17,695-2)",정상
1900,인천광역시 옹진군,옹진호프,일반음식점,호프/통닭,인천광역시 옹진군 연평면 연평로 149,정상
1901,인천광역시 옹진군,욕쟁이식당,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 14(식당 1층),정상
1902,인천광역시 옹진군,우리들식당,일반음식점,한식,인천광역시 옹진군 자월면 자월서로 94-1(103~104호),정상
1903,인천광역시 옹진군,우리식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로293번길 10,정상
1904,인천광역시 옹진군,"우마루(고기뷔페, 한식뷔페)",일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로293번길 20,정상
1905,인천광역시 옹진군,우성각,일반음식점,한식,인천광역시 옹진군 북도면 신도로 165,정상
1906,인천광역시 옹진군,우수미나,일반음식점,기타,인천광역시 옹진군 백령면 백령로 305(나동),정상
1907,인천광역시 옹진군,원주민 수산,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 24호),정상
1908,인천광역시 옹진군,원흥가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 412,정상
1909,인천광역시 옹진군,월가,일반음식점,한식,인천광역시 옹진군 백령면 백령로271번길 39,정상
1910,인천광역시 옹진군,월가카페,일반음식점,라이브카페,인천광역시 옹진군 백령면 백령남로 23,정상
1911,인천광역시 옹진군,웰빙,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 40호),정상
1912,인천광역시 옹진군,웰빙해장국,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 470(1층),정상
1913,인천광역시 옹진군,유림맛집,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 335(1층),정상
1914,인천광역시 옹진군,유명한집,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 393,정상
1915,인천광역시 옹진군,육회와 연어,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 154(1층 102호),정상
1916,인천광역시 옹진군,은하로컬푸드,일반음식점,한식,인천광역시 옹진군 자월면 자월서로174번길 206(1층),정상
1917,인천광역시 옹진군,은하호,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-7(영흥수협직판장 B동 4호),정상
1918,인천광역시 옹진군,은하호,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 30호),정상
1919,인천광역시 옹진군,이가네,일반음식점,한식,인천광역시 옹진군 백령면 백령로 311,정상
1920,인천광역시 옹진군,이계백숙,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 168,정상
1921,인천광역시 옹진군,이레식당,일반음식점,한식,인천광역시 옹진군 자월면 대이작로70번길 3-15(1층),정상
1922,인천광역시 옹진군,이모네 밥상,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 19,정상
1923,인천광역시 옹진군,이몽기가식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로757번길 120,정상
1924,인천광역시 옹진군,이방인호프,일반음식점,한식,인천광역시 옹진군 연평면 연평로167번길 20,정상
1925,인천광역시 옹진군,이백분,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 51호 영흥수협직판장),정상
1926,인천광역시 옹진군,이백장 돈가스,일반음식점,경양식,인천광역시 옹진군 연평면 연평로167번길 12,정상
1927,인천광역시 옹진군,이벤트 소주방,일반음식점,정종/대포집/소주방,인천광역시 옹진군 백령면 백령로271번길 1(이벤트커피숍),정상
1928,인천광역시 옹진군,이솔라 식당,일반음식점,한식,인천광역시 옹진군 북도면 시도로86번길 25,정상
1929,인천광역시 옹진군,이야기마을,일반음식점,한식,인천광역시 옹진군 백령면 장촌길 2,정상
1930,인천광역시 옹진군,이일레식당,일반음식점,한식,인천광역시 옹진군 자월면 승봉로116번길 12,정상
1931,인천광역시 옹진군,이작 아일랜드 맛집,일반음식점,한식,인천광역시 옹진군 자월면 대이작로 430,정상
1932,인천광역시 옹진군,이작횟집,일반음식점,한식,인천광역시 옹진군 자월면 대이작로 1,정상
1933,인천광역시 옹진군,이화원,일반음식점,중국식,인천광역시 옹진군 백령면 백령로278번길 28-1,정상
1934,인천광역시 옹진군,인생건어물(영흥점),일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥로 144(101호),정상
1935,인천광역시 옹진군,인생술집,일반음식점,정종/대포집/소주방,인천광역시 옹진군 영흥면 선재로306번길 31-100(1층),정상
1936,인천광역시 옹진군,인천횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-14(두무진 수산물 직판장 2동 1~2층 103호),정상
1937,인천광역시 옹진군,일광호,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-7(영흥수협직판장 B동 1호),정상
1938,인천광역시 옹진군,일도네,일반음식점,한식,인천광역시 옹진군 자월면 승봉로113번길 30(1층),정상
1939,인천광역시 옹진군,일미식당,일반음식점,한식,인천광역시 옹진군 영흥면 선재로34번길 67,정상
1940,인천광역시 옹진군,일출공원,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 258,정상
1941,인천광역시 옹진군,일품양평해장국,일반음식점,기타,인천광역시 옹진군 백령면 백령로 308,정상
1942,인천광역시 옹진군,자연산포차,일반음식점,한식,인천광역시 옹진군 연평면 연평로 135,정상
1943,인천광역시 옹진군,자월식당,일반음식점,한식,인천광역시 옹진군 자월면 자월서로98번길 19(한스빌펜션 라동 1층),정상
1944,인천광역시 옹진군,작은행복,일반음식점,경양식,인천광역시 옹진군 백령면 백령로271번길 48,정상
1945,인천광역시 옹진군,장경리 한방통닭,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥로 740,정상
1946,인천광역시 옹진군,장경리 항아리 바베큐·보쌈·돈치킨,일반음식점,식육(숯불구이),인천광역시 옹진군 영흥면 영흥로 712,정상
1947,인천광역시 옹진군,장경리칼국수,일반음식점,분식,인천광역시 옹진군 영흥면 영흥로 651,정상
1948,인천광역시 옹진군,장골식당,일반음식점,한식,인천광역시 옹진군 자월면 자월서로 98,정상
1949,인천광역시 옹진군,장골호프,일반음식점,호프/통닭,인천광역시 옹진군 자월면 자월서로 98(1층),정상
1950,인천광역시 옹진군,장모족발,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 434,정상
1951,인천광역시 옹진군,장미네,일반음식점,일식,인천광역시 옹진군 영흥면 영흥북로 37(바다목장횟집 1층),정상
1952,인천광역시 옹진군,장미식당,일반음식점,한식,인천광역시 옹진군 백령면 당후길 31(장미식당),정상
1953,인천광역시 옹진군,장봉각,일반음식점,중국식,인천광역시 옹진군 북도면 장봉로 531,정상
1954,인천광역시 옹진군,장봉삼시세끼,일반음식점,기타,인천광역시 옹진군 북도면 장봉로 202,정상
1955,인천광역시 옹진군,장봉이닭,일반음식점,기타,인천광역시 옹진군 북도면 장봉로 210,정상
1956,인천광역시 옹진군,장봉파주식당,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 121,정상
1957,인천광역시 옹진군,장봉팝,일반음식점,호프/통닭,"인천광역시 옹진군 북도면 장봉로 202(가,다동)",정상
1958,인천광역시 옹진군,장산곳회집,일반음식점,한식,인천광역시 옹진군 백령면 두무진로 550-3,정상
1959,인천광역시 옹진군,장산곶횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-14(두무진 수산물 직판장 2동 1~2층 102호),정상
1960,인천광역시 옹진군,장성호 어부직영횟집,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 136,정상
1961,인천광역시 옹진군,장원식당,일반음식점,탕류(보신용),인천광역시 옹진군 영흥면 영흥로 471,정상
1962,인천광역시 옹진군,장촌식당,일반음식점,한식,인천광역시 옹진군 백령면 백령남로723번길 9,정상
1963,인천광역시 옹진군,장촌칼국수,일반음식점,분식,인천광역시 옹진군 백령면 백령로345번길 15,정상
1964,인천광역시 옹진군,장충동영양족발,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 31,정상
1965,인천광역시 옹진군,전기에 꾸운 닭,일반음식점,호프/통닭,인천광역시 옹진군 백령면 당후길 41(1층),정상
1966,인천광역시 옹진군,전라도횟집,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(라동A동동 1층 36호),정상
1967,인천광역시 옹진군,전원정,일반음식점,한식,인천광역시 옹진군 연평면 연평로137번길 15(1층),정상
1968,인천광역시 옹진군,전주 한우식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 374-25(1층),정상
1969,인천광역시 옹진군,전주식당,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 226,정상
1970,인천광역시 옹진군,정원가든,일반음식점,한식,인천광역시 옹진군 대청면 대청남로86번길 87,정상
1971,인천광역시 옹진군,정은상회,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 22호 영흥수협직판장),정상
1972,인천광역시 옹진군,제일횟집,일반음식점,한식,인천광역시 옹진군 연평면 연평로 155-1,정상
1973,인천광역시 옹진군,제주똥돼지전문,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 95(102호 태원빌),정상
1974,인천광역시 옹진군,제주를 품은 갈치,일반음식점,한식,인천광역시 옹진군 영흥면 선재로 299(1층 103호),정상
1975,인천광역시 옹진군,조개나라,일반음식점,기타,인천광역시 옹진군 영흥면 영흥로 109-12(A동 50호),정상
1976,인천광역시 옹진군,조개사냥,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 44호),정상
1977,인천광역시 옹진군,종갓집,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥북로 3(106호),정상
1978,인천광역시 옹진군,종점가든,일반음식점,한식,인천광역시 옹진군 백령면 화동로 50-3,정상
1979,인천광역시 옹진군,좋은닭,일반음식점,기타,인천광역시 옹진군 백령면 당후길 107,정상
1980,인천광역시 옹진군,좋은사람들,일반음식점,한식,인천광역시 옹진군 백령면 백령로 832,정상
1981,인천광역시 옹진군,중국성,일반음식점,중국식,인천광역시 옹진군 영흥면 영흥로 494,정상
1982,인천광역시 옹진군,중앙가든,일반음식점,한식,인천광역시 옹진군 백령면 백령로 846-18,정상
1983,인천광역시 옹진군,중앙정육점식당,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 150,정상
1984,인천광역시 옹진군,중화동포차,일반음식점,일식,인천광역시 옹진군 백령면 중화길 109,정상
1985,인천광역시 옹진군,중화루,일반음식점,중국식,인천광역시 옹진군 백령면 백령로833번길 8,정상
1986,인천광역시 옹진군,지개골 동태탕,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 364(1층),정상
1987,인천광역시 옹진군,진두식당,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 4,정상
1988,인천광역시 옹진군,진선미하우스,일반음식점,한식,인천광역시 옹진군 북도면 시도로61번길 56,정상
1989,인천광역시 옹진군,진촌 돼지,일반음식점,한식,인천광역시 옹진군 백령면 백령로 286-2,정상
1990,인천광역시 옹진군,진촌역,일반음식점,한식,인천광역시 옹진군 백령면 백령로280번길 23(1층),정상
1991,인천광역시 옹진군,짱구네,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 29호),정상
1992,인천광역시 옹진군,짱이네,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 330,정상
1993,인천광역시 옹진군,차우식당,일반음식점,호프/통닭,인천광역시 옹진군 대청면 대청로7번길 8,정상
1994,인천광역시 옹진군,찬누리치킨 피자마루,일반음식점,기타,인천광역시 옹진군 연평면 연평중앙로6번길 15,정상
1995,인천광역시 옹진군,창수네식당,일반음식점,복어취급,인천광역시 옹진군 영흥면 영흥남로9번길 117,정상
1996,인천광역시 옹진군,창신식당,일반음식점,한식,인천광역시 옹진군 연평면 연평로 179-2,정상
1997,인천광역시 옹진군,처갓집양념치킨 백령도점,일반음식점,호프/통닭,인천광역시 옹진군 백령면 백령로 241(2층),정상
1998,인천광역시 옹진군,처갓집양념치킨 진두점,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥북로 11,정상
1999,인천광역시 옹진군,처음처럼,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 470,정상
2000,인천광역시 옹진군,청기와 집,일반음식점,한식,인천광역시 옹진군 연평면 연평중앙로13번길 37-8,정상
2001,인천광역시 옹진군,청목숯불갈비,일반음식점,식육(숯불구이),인천광역시 옹진군 백령면 백령로 267-1,정상
2002,인천광역시 옹진군,청솔식당,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 62,정상
2003,인천광역시 옹진군,청와루,일반음식점,중국식,인천광역시 옹진군 영흥면 영흥로144번길 9(1호),정상
2004,인천광역시 옹진군,청정횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-2(두무진 수산물 직판장 4동 1~2층 102호),정상
2005,인천광역시 옹진군,청초수물회.섭국,일반음식점,회집,인천광역시 옹진군 영흥면 선재로 148(1층),정상
2006,인천광역시 옹진군,청춘 cafe,일반음식점,한식,인천광역시 옹진군 백령면 백령로 866-1,정상
2007,인천광역시 옹진군,청춘꼬마김밥백령도점,일반음식점,분식,인천광역시 옹진군 백령면 당후길 16(1층),정상
2008,인천광역시 옹진군,청춘싸가지,일반음식점,정종/대포집/소주방,인천광역시 옹진군 백령면 백령로 298(2층),정상
2009,인천광역시 옹진군,청풍감자탕,일반음식점,한식,인천광역시 옹진군 백령면 백령로271번길 12(1층),정상
2010,인천광역시 옹진군,초원의집,일반음식점,한식,인천광역시 옹진군 연평면 연평중앙로24번길 42,정상
2011,인천광역시 옹진군,초이스식당,일반음식점,한식,인천광역시 옹진군 연평면 연평로 131-8(1층~2층),정상
2012,인천광역시 옹진군,초해,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로9번길 428(2층),정상
2013,인천광역시 옹진군,최가네,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥로 468-4,정상
2014,인천광역시 옹진군,최가네,일반음식점,한식,인천광역시 옹진군 백령면 가을길 140,정상
2015,인천광역시 옹진군,춘심이네 포차,일반음식점,기타,인천광역시 옹진군 북도면 장봉로 202(나동),정상
2016,인천광역시 옹진군,충남호,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-7(수산물직판장 B동 7호),정상
2017,인천광역시 옹진군,충북회집,일반음식점,일식,인천광역시 옹진군 백령면 두무진로 556-19,정상
2018,인천광역시 옹진군,충청도횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-2(두무진 수산물 직판장 4동 1`2층 104호),정상
2019,인천광역시 옹진군,치킨홍&홍탕,일반음식점,호프/통닭,인천광역시 옹진군 백령면 당후길 11,정상
2020,인천광역시 옹진군,친구네,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 4호),정상
2021,인천광역시 옹진군,친한친구들,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로35번길 14(1층 101호),정상
2022,인천광역시 옹진군,칭칭차이나,일반음식점,중국식,인천광역시 옹진군 연평면 연평로137번길 108(외1필지),정상
2023,인천광역시 옹진군,카페 바다야,일반음식점,일식,인천광역시 옹진군 영흥면 영흥로 756,정상
2024,인천광역시 옹진군,카페 알로(cafe ALO),일반음식점,기타,인천광역시 옹진군 북도면 신도로 252(2층 201호),정상
2025,인천광역시 옹진군,카페 연가,일반음식점,기타,인천광역시 옹진군 대청면 대청로 220(101호),정상
2026,인천광역시 옹진군,카페 프린스,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 89-1(1~2층),정상
2027,인천광역시 옹진군,"카페, 라온",일반음식점,기타,인천광역시 옹진군 영흥면 영흥남로 307(한빛프라자 104호),정상
2028,인천광역시 옹진군,카페베네 백령2호점,일반음식점,기타,인천광역시 옹진군 백령면 백령로 846-28(1층),정상
2029,인천광역시 옹진군,카페빠쎄(CAFE PASSE),일반음식점,,인천광역시 옹진군 영흥면 영흥북로 지하 374-24,정상
2030,인천광역시 옹진군,카페소사나무,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 412(나동 2층),정상
2031,인천광역시 옹진군,카페오아(CAFE OA),일반음식점,기타,인천광역시 옹진군 백령면 백령로 283-1(1층),정상
2032,인천광역시 옹진군,카페우리,일반음식점,기타,인천광역시 옹진군 백령면 당후길 13,정상
2033,인천광역시 옹진군,커피아마마스,일반음식점,,인천광역시 옹진군 영흥면 선재로306번길 17,정상
2034,인천광역시 옹진군,코바코 인천백령점,일반음식점,한식,인천광역시 옹진군 백령면 백령로297번길 3,정상
2035,인천광역시 옹진군,콩깍지,일반음식점,한식,인천광역시 옹진군 백령면 백령로316번길 109-7,정상
2036,인천광역시 옹진군,콩닥통닭,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 선재로 150(1층 102호),정상
2037,인천광역시 옹진군,쿠지,일반음식점,기타,인천광역시 옹진군 영흥면 선재로95번길 273(측도펜션),정상
2038,인천광역시 옹진군,퀸스비치 카페,일반음식점,기타,인천광역시 옹진군 영흥면 선재로306번길 27-118(8동 1층),정상
2039,인천광역시 옹진군,크라운호프 영흥도점,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥로 158(상가 1층 101호),정상
2040,인천광역시 옹진군,크로바 퓨전,일반음식점,한식,인천광역시 옹진군 연평면 연평로 149(1동),정상
2041,인천광역시 옹진군,키스,일반음식점,호프/통닭,인천광역시 옹진군 백령면 백령로 277-2,정상
2042,인천광역시 옹진군,탑골가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로544번길 13(제2동),정상
2043,인천광역시 옹진군,탕이랑면이랑,일반음식점,한식,인천광역시 옹진군 백령면 백령로 803,정상
2044,인천광역시 옹진군,털보네,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(A동 23호),정상
2045,인천광역시 옹진군,토마토,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 36,정상
