연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
30805,인천광역시 서구,이슬다방,일반음식점,정종/대포집/소주방,인천광역시 서구 석남로 106(지하1층 석남동),정상
30806,인천광역시 서구,이요(iyo),일반음식점,기타,인천광역시 서구 염곡로200번길 1-3(1층 석남동),정상
30807,인천광역시 서구,이원아구해물찜,일반음식점,탕류(보신용),"인천광역시 서구 중봉대로612번길 10-12(청라프라자2 205호 연희동, 799-5)",정상
30808,인천광역시 서구,이자카야 일,일반음식점,일식,인천광역시 서구 새오개로77번길 4(1층 일부 신현동),정상
30809,인천광역시 서구,이자카야마루,일반음식점,정종/대포집/소주방,인천광역시 서구 청라루비로134번길 6-25(102호 청라동),정상
30810,인천광역시 서구,이장네포차,일반음식점,정종/대포집/소주방,"인천광역시 서구 신현로 45(신현동, 2층 일부)",정상
30811,인천광역시 서구,이제이,일반음식점,,"인천광역시 서구 봉화로 52(오류동, 101호)",정상
30812,인천광역시 서구,이제이커피 가좌점,일반음식점,기타,"인천광역시 서구 건지로 401(가좌동, 에이스프라자 105호)",정상
30813,인천광역시 서구,이조시대,일반음식점,한식,인천광역시 서구 단봉로 146(오류동),정상
30814,인천광역시 서구,이종구 낙지세상,일반음식점,한식,"인천광역시 서구 가정로 292(석남동, 480-8)",정상
30815,인천광역시 서구,이종미,일반음식점,한식,"인천광역시 서구 가정로151번길 11(가좌동, 홈플러스 3층)",정상
30816,인천광역시 서구,이지사우나스넥,일반음식점,한식,"인천광역시 서구 검단로 505(마전동, 이지프라자 지하2층 201호 일부)",정상
30817,인천광역시 서구,이지에프앤비,일반음식점,한식,인천광역시 서구 고산로40번길 7(더 다라다 프라자 104호 원당동),정상
30818,인천광역시 서구,이집트경양식,일반음식점,경양식,인천광역시 서구 승학로272번길 2(가동 1층 일부호 심곡동),정상
30819,인천광역시 서구,이집한우곱창,일반음식점,식육(숯불구이),인천광역시 서구 이음5로 60(JS프라자 110호 원당동),정상
30820,인천광역시 서구,이차도#술,일반음식점,한식,인천광역시 서구 서곶로301번길 16(태영프라자 101호 심곡동),정상
30821,인천광역시 서구,이차돌 검단신도시아라점,일반음식점,식육(숯불구이),"인천광역시 서구 이음5로 72(국제프라자 1차 110,111호 원당동)",정상
30822,인천광역시 서구,이차돌 인천청라점,일반음식점,한식,"인천광역시 서구 중봉대로612번길 10(108,109,110호 청라동)",정상
30823,인천광역시 서구,이천쌀밥과소머리국밥,일반음식점,한식,인천광역시 서구 심곡로91번길 20(1층 심곡동),정상
30824,인천광역시 서구,이촌옥청라점,일반음식점,한식,인천광역시 서구 청라루비로42번길 6-19(경서동),정상
30825,인천광역시 서구,이층족발집,일반음식점,한식,"인천광역시 서구 북항로32번안길 9-6(201호, 202호 원창동)",정상
30826,인천광역시 서구,이층포차,일반음식점,호프/통닭,인천광역시 서구 가정로 312(2동 2층 석남동),정상
30827,인천광역시 서구,이태리공방,일반음식점,경양식,"인천광역시 서구 청라루비로42번길 5-16(경서동, 1층)",정상
30828,인천광역시 서구,이태리마담,일반음식점,정종/대포집/소주방,인천광역시 서구 완정로 25(라임캐슬 102호 마전동),정상
30829,인천광역시 서구,이태리마담 청라점,일반음식점,경양식,인천광역시 서구 청라에메랄드로102번길 26(서진프라자 102호 청라동),정상
30830,인천광역시 서구,이프,일반음식점,기타,"인천광역시 서구 칠천왕로7번길 9(3층 석남동, 5183층)",정상
30831,인천광역시 서구,이프로,일반음식점,회집,"인천광역시 서구 원창로 221-1(가정동, 1층 일부)",정상
30832,인천광역시 서구,이학식당,일반음식점,한식,인천광역시 서구 단봉로 54(왕길동),정상
30833,인천광역시 서구,이향,일반음식점,중국식,"인천광역시 서구 청마로167번길 3(당하동, 대우프라자 204호)",정상
30834,인천광역시 서구,이화마라,일반음식점,중국식,인천광역시 서구 승학로 497(검암프라자 202호 검암동),정상
30835,인천광역시 서구,이화부대찌개 냉삼,일반음식점,한식,"인천광역시 서구 가정로 387(상가 가동 303호 신현동, 신현이편한세상하늘채)",정상
30836,인천광역시 서구,이화원,일반음식점,중국식,"인천광역시 서구 가정로 387(신현동,신현이편한하늘채상가 가동 106호)",정상
30837,인천광역시 서구,익스플리싯(EXPLICIT),일반음식점,기타,인천광역시 서구 청라한내로72번길 7-25(B11~B19호 청라동),정상
30838,인천광역시 서구,인기명인천청라점,일반음식점,한식,인천광역시 서구 청라한내로72번길 23(211호 청라동),정상
30839,인천광역시 서구,인사동막걸리,일반음식점,정종/대포집/소주방,인천광역시 서구 장고개로 270-6(1층 일부 가좌동),정상
30840,인천광역시 서구,인생건어물,일반음식점,기타,"인천광역시 서구 청마로51번안길 11(616동 지1층 118호 당하동, 검단힐스테이트6차상가)",정상
30841,인천광역시 서구,인생건어물,일반음식점,감성주점,인천광역시 서구 버들로 32(1동 2층 왕길동),정상
30842,인천광역시 서구,인생건어물 청라3동점,일반음식점,호프/통닭,인천광역시 서구 보석로17번길 7(1층 청라동),정상
30843,인천광역시 서구,인생건어물(석남점),일반음식점,식육(숯불구이),"인천광역시 서구 가정로 216(신화매트로타운동 1층 104호 석남동, 540-29 신화매트로타운 104호)",정상
30844,인천광역시 서구,인생건어물불로점,일반음식점,호프/통닭,인천광역시 서구 검단로768번1길 18(1층 불로동),정상
30845,인천광역시 서구,인생건어물청라점,일반음식점,호프/통닭,"인천광역시 서구 중봉대로612번길 16(서후센타시아 101, 102호 청라동)",정상
30846,인천광역시 서구,인생극장 신현점,일반음식점,식육(숯불구이),인천광역시 서구 율도로 40-1(1층 석남동),정상
30847,인천광역시 서구,인생닭강정 검단신도시점,일반음식점,호프/통닭,"인천광역시 서구 이음2로 29(601동 105호 당하동, 파라곤 센트럴파크)",정상
30848,인천광역시 서구,인생닭강정청라커낼에비뉴점,일반음식점,호프/통닭,인천광역시 서구 청라에메랄드로 79(D09호 청라동),정상
30849,인천광역시 서구,인생비어,일반음식점,호프/통닭,인천광역시 서구 심곡로55번길 9(서도상가 1층 일부호 심곡동),정상
30850,인천광역시 서구,인생술집,일반음식점,정종/대포집/소주방,인천광역시 서구 신석로 81(한송빌딩 1층 일부 석남동),정상
30851,인천광역시 서구,인생아구찜,일반음식점,한식,인천광역시 서구 율도로77번길 32-1(1층 일부호 신현동),정상
30852,인천광역시 서구,인생아구찜 검단점,일반음식점,한식,인천광역시 서구 서곶로 876(105호 마전동),정상
30853,인천광역시 서구,인생아구찜 청라점,일반음식점,한식,인천광역시 서구 청라커낼로288번길 26(185호 청라동),정상
30854,인천광역시 서구,인생족발,일반음식점,호프/통닭,인천광역시 서구 길주로88번길 7(석남동),정상
30855,인천광역시 서구,인생푸드,일반음식점,식육(숯불구이),"인천광역시 서구 율도로77번길 22(신현동, 1층일부)",정상
30856,인천광역시 서구,인생푸드 서구1호점,일반음식점,한식,인천광역시 서구 새오개로111번안길 29(103호일부 신현동),정상
30857,인천광역시 서구,인싸푸드서구청점,일반음식점,기타,인천광역시 서구 간촌로31번길 17(1층 일부호 연희동),정상
30858,인천광역시 서구,인쌩맥주 검단아라점,일반음식점,감성주점,"인천광역시 서구 이음1로 383(세중시그니쳐 1층 116,117호 원당동)",정상
30859,인천광역시 서구,인쌩맥주 청라시티타워점,일반음식점,호프/통닭,인천광역시 서구 청라한내로100번길 24(128호 129호 청라동),정상
30860,인천광역시 서구,인쌩맥주(인천청라점),일반음식점,한식,"인천광역시 서구 중봉대로586번길 9-11(연희동, 청라메그놀리아 B21호,B22호)",정상
30861,인천광역시 서구,인쌩맥주검단사거리점,일반음식점,호프/통닭,"인천광역시 서구 검단로 463(왕길동,현대프라자1층)",정상
30862,인천광역시 서구,인쌩맥주루원시티점,일반음식점,호프/통닭,"인천광역시 서구 염곡로464번길 15(쓰리엠타워 117, 118호 가정동)",정상
30863,인천광역시 서구,인쌩맥주석남점,일반음식점,한식,"인천광역시 서구 가정로 238(석남동, 1층일부)",정상
30864,인천광역시 서구,인썸니악커피바,일반음식점,기타,인천광역시 서구 청라에메랄드로 79(2층 A73호 청라동),정상
30865,인천광역시 서구,인자한곱창,일반음식점,호프/통닭,인천광역시 서구 완정로202번안길 37(마전동),정상
30866,인천광역시 서구,인천개항정서진점1호,일반음식점,분식,인천광역시 서구 정서진5로 33(1동 1층 오류동),정상
30867,인천광역시 서구,인천개항정서진점2호,일반음식점,한식,인천광역시 서구 정서진5로 33(2동 오류동),정상
30868,인천광역시 서구,인천그랜드CC그늘집1,일반음식점,기타,인천광역시 서구 원석로 195(원창동),정상
30869,인천광역시 서구,인천그랜드CC그늘집2,일반음식점,기타,인천광역시 서구 원석로 195(원창동),정상
30870,인천광역시 서구,인천그랜드CC스타트하우스,일반음식점,한식,인천광역시 서구 원석로 195(원창동),정상
30871,인천광역시 서구,인천그랜드CC클럽하우스,일반음식점,경양식,인천광역시 서구 원석로 195(원창동),정상
30872,인천광역시 서구,인천마전점 치킨플러스,일반음식점,호프/통닭,인천광역시 서구 검단로623번길 4(세창프라자 102호 마전동),정상
30873,인천광역시 서구,인천서구청점육회지존,일반음식점,김밥(도시락),"인천광역시 서구 서곶로301번길 16(심곡동, 태영프라자)",정상
30874,인천광역시 서구,인천시장짬뽕,일반음식점,중국식,"인천광역시 서구 북항로32번안길 31(101호, 102호 원창동)",정상
30875,인천광역시 서구,인천식당,일반음식점,한식,인천광역시 서구 칠천왕로7번길 22(석남동),정상
30876,인천광역시 서구,인천식당,일반음식점,한식,인천광역시 서구 거북로 36(석남동),정상
30877,인천광역시 서구,인천써키트식당,일반음식점,한식,인천광역시 서구 중봉대로198번길 27(B02호 가좌동),정상
30878,인천광역시 서구,인천집,일반음식점,식육(숯불구이),"인천광역시 서구 백범로622번길 34(가좌동,2층 5호)",정상
30879,인천광역시 서구,인천짜장,일반음식점,중국식,"인천광역시 서구 청라커낼로288번길 26(164,165호 청라동)",정상
30880,인천광역시 서구,인천청라점 빅스타피자,일반음식점,한식,"인천광역시 서구 중봉대로586번길 22(판매시설B동 144호 청라동, 청라 풍림 엑슬루타워)",정상
30881,인천광역시 서구,인투파스타,일반음식점,한식,인천광역시 서구 길주로88번길 7-1(1층 석남동),정상
30882,인천광역시 서구,인하찹쌀순대,일반음식점,기타,인천광역시 서구 율도로 36(석남동),정상
30883,인천광역시 서구,일공공샤브&편백찜 검단신도시아라점,일반음식점,한식,"인천광역시 서구 이음대로 384(서영아너시티플러스 3층 320,321,322,323,324호 원당동)",정상
30884,인천광역시 서구,일교찜,일반음식점,한식,인천광역시 서구 청라커낼로 229-16(경서동),정상
